idx	deg	nvars	litbits	nmon	coefbits
5369	2	32	20	42	26
5370	4	33	296	324	615
5371	2	30	17	33	24
5372	4	12	6	313	14
5373	4	19	24	171	56
5374	2	7	15	15	20
5375	2	16	28	18	53
5376	2	18	27	22	33
5377	2	23	24	24	48
5378	2	18	6	24	9
5379	2	23	6	31	6
5380	4	16	24	170	52
5381	4	8	16	66	42
5382	4	3	5	15	11
5383	4	27	6	491	13
5384	2	23	19	30	39
5385	2	8	28	6	55
5386	2	11	6	22	11
5387	2	23	296	18	318
5388	2	27	23	19	48
5389	2	5	16	7	21
5390	2	16	24	17	45
5391	2	31	28	38	34
5392	2	49	24	35	45
5393	2	31	24	22	31
5394	4	34	24	663	62
5395	4	28	296	252	597
5396	4	28	6	728	13
5397	2	7	27	11	32
5398	2	22	28	30	49
5399	2	23	20	25	26
5400	2	22	24	26	32
5401	4	12	22	104	60
5402	2	27	6	28	10
5403	4	29	6	660	13
5404	2	19	6	24	10
5405	8	45	296	-1	-1
5406	2	24	18	28	24
5407	2	34	28	36	57
5408	2	16	296	12	301
5409	2	15	27	11	56
5410	4	22	24	276	57
5411	2	4	5	10	10
5412	2	12	18	12	23
5413	2	22	6	30	12
5414	4	32	24	701	59
5415	2	4	27	9	33
5416	2	6	6	11	10
5417	2	33	296	25	319
5418	4	12	6	104	12
5419	2	35	19	45	25
5420	2	23	24	24	31
5421	1	10	28	10	33
5422	2	25	6	29	11
5423	2	17	6	23	11
5424	4	19	6	348	13
5425	2	5	6	11	11
5426	2	23	6	25	6
5427	2	29	24	21	30
5428	4	23	24	373	57
5429	2	14	16	19	22
5430	2	16	16	22	34
5431	2	4	27	9	33
5432	2	26	26	30	32
5433	2	23	6	31	12
5434	2	31	24	34	28
5435	2	18	28	23	48
5436	2	38	295	31	319
5437	4	15	20	55	46
5438	2	35	24	25	30
5439	2	23	24	27	28
5440	2	42	296	33	328
5441	2	17	26	21	32
5442	2	10	16	14	36
5443	4	14	6	105	12
5444	2	12	16	15	22
5445	2	27	24	31	29
5446	4	29	24	593	54
5447	2	21	20	21	26
5448	2	19	26	25	47
5449	2	30	28	35	55
5450	4	28	6	655	12
5451	2	14	25	18	30
5452	2	24	16	31	22
5453	2	17	24	18	35
5454	4	12	14	313	28
5455	4	20	6	820	14
5456	2	16	296	13	304
5457	2	19	296	14	306
5458	2	19	16	25	22
5459	2	19	24	13	47
5460	1	8	28	8	33
5461	2	8	16	11	22
5462	2	21	20	20	27
5463	4	30	6	594	13
5464	2	53	24	38	33
5465	4	35	296	377	622
5466	4	34	6	978	13
5467	2	11	24	10	33
5468	2	16	6	21	6
5469	4	20	20	348	32
5470	2	4	28	8	34
5471	2	4	28	9	34
5472	2	7	14	15	20
5473	1	4	15	4	18
5474	2	8	22	5	42
5475	4	21	20	231	32
5476	2	8	16	17	22
5477	2	7	28	9	32
5478	2	33	24	24	44
5479	2	28	296	22	305
5480	2	3	6	7	9
5481	4	53	28	703	87
5482	2	28	24	26	48
5483	2	34	14	44	20
5484	2	17	24	17	42
5485	2	10	6	20	7
5486	4	30	24	594	60
5487	4	18	24	91	56
5488	2	19	28	14	55
5489	1	39	9	39	15
5490	1	8	27	8	32
5491	2	12	24	8	48
5492	2	20	23	15	31
5493	4	27	24	465	83
5494	2	16	295	13	315
5495	2	24	6	28	10
5496	2	12	16	13	22
5497	2	18	14	21	20
5498	2	25	6	29	7
5499	4	5	6	51	12
5500	2	14	293	10	310
5501	1	4	20	4	25
5502	2	6	16	5	19
5503	2	10	6	8	11
5504	2	11	16	12	21
5505	4	25	6	431	13
5506	2	19	27	21	55
5507	4	10	6	221	14
5508	2	9	16	13	22
5509	2	44	24	32	34
5510	2	26	14	33	21
5511	2	16	26	18	54
5512	2	22	24	26	47
5513	2	13	19	17	39
5514	2	35	6	44	6
5515	2	30	15	34	21
5516	2	33	28	37	55
5517	2	23	6	27	11
5518	2	14	27	13	32
5519	4	16	24	120	70
5520	4	53	24	741	57
5521	4	22	24	346	57
5522	2	29	15	32	21
5523	2	10	5	14	5
5524	2	9	20	18	26
5525	2	33	27	43	33
5526	1	10	28	10	33
5527	2	5	16	7	21
5528	4	10	6	90	12
5529	1	9	24	9	42
5530	2	23	296	18	304
5531	2	24	20	28	26
5532	4	37	24	378	59
5533	4	33	24	300	57
5534	4	4	6	33	13
5535	2	32	15	36	21
5536	2	4	6	9	6
5537	2	13	28	12	34
5538	2	10	24	9	29
5539	2	41	296	31	315
5540	2	34	23	38	28
5541	2	22	13	30	20
5542	2	22	6	30	6
5543	2	10	28	14	34
5544	1	12	24	12	42
5545	2	27	6	30	6
5546	2	15	24	14	30
5547	4	24	24	325	73
5548	2	24	24	17	29
5549	1	29	15	29	21
5550	2	12	23	13	43
5551	2	15	6	13	6
5552	4	27	24	491	58
5553	4	12	5	131	12
5554	4	24	6	492	13
5555	2	6	5	21	10
5556	2	34	16	45	22
5557	2	16	16	21	36
5558	2	29	20	31	26
5559	4	20	16	351	41
5560	4	11	24	66	59
5561	4	21	24	120	57
5562	2	12	23	8	45
5563	1	10	6	10	11
5564	2	30	24	34	36
5565	2	44	24	31	47
5566	2	29	6	35	7
5567	2	30	23	34	32
5568	2	19	28	16	34
5569	2	32	24	32	29
5570	2	26	6	31	7
5571	2	14	28	13	58
5572	2	30	24	33	49
5573	4	5	20	27	32
5574	2	12	25	25	31
5575	2	33	24	37	34
5576	2	49	24	36	29
5577	4	25	24	153	72
5578	1	32	15	32	22
5579	2	22	24	22	30
5580	2	15	20	21	26
5581	2	3	5	6	5
5582	4	31	296	299	599
5583	2	55	24	39	29
5584	2	31	24	35	28
5585	2	13	14	26	20
5586	4	17	24	78	57
5587	2	33	27	37	54
5588	2	22	16	30	21
5589	2	23	24	26	30
5590	2	34	296	27	304
5591	2	26	28	30	34
5592	2	17	27	21	55
5593	2	31	24	35	28
5594	2	27	24	31	32
5595	2	16	6	20	11
5596	4	44	24	496	56
5597	2	25	6	29	7
5598	2	13	24	10	30
5599	2	7	6	7	11
5600	4	45	24	561	58
5601	4	14	24	55	75
5602	4	5	4	27	9
5603	4	8	10	55	24
5604	2	47	24	34	44
5605	2	25	27	33	33
5606	2	45	296	35	316
5607	4	29	6	729	13
5608	4	35	296	404	602
5609	2	20	296	15	306
5610	2	42	24	30	34
5611	2	21	24	23	48
5612	2	26	6	30	6
5613	2	19	15	26	21
5614	2	19	6	25	6
5615	2	8	6	16	9
5616	2	18	6	24	6
5617	4	20	16	351	43
5618	2	31	24	36	45
5619	2	4	5	9	10
5620	4	14	6	136	12
5621	2	24	27	48	34
5622	4	19	6	297	13
5623	4	10	15	91	32
5624	1	11	24	11	27
5625	2	14	20	105	33
5626	1	8	27	6	32
5627	2	29	295	22	321
5628	2	26	24	27	50
5629	2	20	22	24	28
5630	2	19	6	19	6
5631	2	24	6	32	6
5632	2	8	6	36	14
5633	2	14	13	16	18
5634	2	27	24	31	32
5635	4	9	6	163	15
5636	4	13	6	78	13
5637	4	33	28	809	40
5638	1	24	12	24	19
5639	2	25	20	33	26
5640	2	29	24	32	49
5641	2	12	23	13	31
5642	2	18	16	22	23
5643	4	51	24	666	57
5644	2	23	28	32	34
5645	2	12	19	14	25
5646	2	8	20	17	27
5647	2	28	28	33	33
5648	2	19	6	19	11
5649	2	22	24	16	40
5650	4	27	24	406	59
5651	4	13	24	45	59
5652	1	22	6	23	9
5653	2	33	6	39	6
5654	2	15	18	16	24
5655	2	19	27	26	48
5656	2	51	27	36	55
5657	2	56	24	40	47
5658	2	16	24	11	48
5659	2	27	24	32	47
5660	2	8	20	6	25
5661	2	7	28	6	33
5662	2	8	28	7	33
5663	2	50	24	35	44
5664	1	22	16	22	22
5665	2	10	6	18	7
5666	2	34	296	26	316
5667	2	20	24	19	35
5668	2	16	27	17	54
5669	2	7	19	5	39
5670	2	15	6	15	6
5671	4	17	6	105	16
5672	2	26	6	30	7
5673	4	23	28	276	85
5674	2	24	24	17	44
5675	2	24	16	32	20
5676	2	22	25	25	54
5677	2	30	24	21	42
5678	2	29	16	33	22
5679	4	53	24	741	60
5680	2	3	6	5	6
5681	2	35	26	25	55
5682	2	24	24	17	43
5683	2	27	24	19	29
5684	2	12	28	12	55
5685	4	23	24	300	56
5686	2	31	24	22	34
5687	4	22	24	253	59
5688	2	4	26	9	31
5689	1	11	27	11	56
5690	2	13	23	9	33
5691	2	26	24	19	29
5692	2	28	296	22	306
5693	2	25	24	24	30
5694	2	23	24	27	44
5695	2	35	23	39	33
5696	2	8	16	16	23
5697	4	12	6	78	12
5698	2	13	20	14	26
5699	4	4	6	41	13
5700	2	44	24	32	32
5701	2	8	4	6	4
5702	2	27	28	31	58
5703	2	45	24	32	48
5704	4	16	24	78	52
5705	2	34	6	43	6
5706	2	21	15	25	21
5707	4	32	24	592	59
5708	4	3	5	15	13
5709	2	26	296	21	315
5710	2	5	16	7	21
5711	4	17	15	171	25
5712	2	26	5	31	6
5713	2	30	20	40	25
5714	2	19	6	23	10
5715	2	23	27	26	56
5716	2	11	6	22	10
5717	2	32	296	25	300
5718	1	18	26	18	31
5719	2	12	19	9	24
5720	2	11	19	23	26
5721	1	12	16	12	22
5722	2	32	24	36	29
5723	2	32	296	26	314
5724	2	31	6	36	6
5725	4	22	6	253	16
5726	1	16	6	17	11
5727	2	19	27	26	33
5728	2	27	24	30	49
5729	2	35	28	25	56
5730	1	4	6	4	10
5731	2	24	24	17	46
5732	2	16	23	12	38
5733	2	22	27	30	33
5734	2	12	6	23	11
5735	2	35	15	44	20
5736	4	12	24	289	38
5737	2	3	5	6	8
5738	1	20	25	20	31
5739	4	25	6	591	13
5740	4	22	296	136	598
5741	2	30	24	21	40
5742	2	24	24	17	29
5743	2	26	24	30	45
5744	2	34	6	43	9
5745	2	17	6	17	6
5746	4	23	6	462	16
5747	1	24	6	25	10
5748	2	27	28	33	33
5749	2	8	6	8	6
5750	1	26	16	27	21
5751	1	6	24	6	41
5752	4	3	6	19	11
5753	4	14	24	91	59
5754	2	15	27	20	47
5755	2	7	28	14	34
5756	2	10	26	20	32
5757	2	6	20	12	26
5758	2	31	24	35	28
5759	4	22	24	136	56
5760	2	16	5	136	12
5761	2	19	20	20	25
5762	2	4	6	9	7
5763	2	30	296	23	302
5764	2	24	14	25	19
5765	2	18	26	24	32
5766	2	3	11	7	16
5767	1	4	5	4	11
5768	2	15	28	17	54
5769	4	44	24	528	55
5770	2	14	16	18	36
5771	4	15	6	208	12
5772	2	20	6	20	8
5773	1	10	6	11	6
5774	2	19	17	26	23
5775	2	40	24	28	48
5776	8	15	16	8665	79
5777	2	4	6	9	10
5778	4	41	296	494	603
5779	2	29	24	31	49
5780	2	2	6	4	11
5781	2	33	24	38	29
5782	2	40	296	31	316
5783	2	21	27	14	55
5784	4	17	6	105	13
5785	4	32	6	772	13
5786	2	15	6	136	17
5787	4	30	24	253	57
5788	1	25	20	25	27
5789	4	25	6	591	13
5790	2	20	24	23	45
5791	2	33	24	38	33
5792	4	54	24	703	58
5793	2	14	15	17	21
5794	2	23	24	17	47
5795	2	10	13	21	20
5796	4	7	24	15	60
5797	2	12	6	16	6
5798	2	19	5	20	5
5799	4	5	5	61	18
5800	2	5	16	11	22
5801	4	10	6	201	15
5802	2	51	24	37	29
5803	2	17	6	21	6
5804	2	54	27	39	55
5805	2	17	24	17	27
5806	2	16	296	13	326
5807	2	12	17	16	22
5808	2	25	14	29	20
5809	2	18	24	21	42
5810	2	24	24	27	30
5811	2	25	6	30	6
5812	2	33	27	42	33
5813	4	20	24	120	58
5814	2	25	24	18	42
5815	4	26	6	557	13
5816	2	18	20	24	26
5817	1	14	11	14	18
5818	2	19	15	26	21
5819	2	33	24	24	28
5820	2	8	28	10	32
5821	4	31	28	733	40
5822	2	38	24	28	42
5823	2	7	6	15	7
5824	2	23	28	23	34
5825	2	14	20	18	25
5826	4	12	6	131	12
5827	2	24	24	26	45
5828	1	8	5	8	11
5829	2	5	15	10	21
5830	1	26	24	26	30
5831	2	19	27	23	54
5832	2	16	6	13	6
5833	2	50	27	34	55
5834	2	13	6	15	10
5835	2	36	24	25	42
5836	2	8	16	10	35
5837	2	22	28	30	33
5838	4	32	24	561	46
5839	2	29	28	33	34
5840	2	40	24	30	28
5841	2	34	24	36	51
5842	2	14	28	16	32
5843	2	9	20	12	26
5844	2	7	23	7	28
5845	2	9	27	19	34
5846	2	22	6	253	12
5847	1	18	28	18	34
5848	2	12	24	13	49
5849	2	10	6	20	9
5850	2	11	16	11	21
5851	2	24	16	31	22
5852	2	26	24	27	42
5853	2	12	6	12	6
5854	2	34	24	24	43
5855	2	9	28	11	34
5856	2	28	24	30	35
5857	1	16	6	16	6
5858	4	34	27	736	83
5859	2	22	6	29	10
5860	4	6	13	36	36
5861	2	26	6	31	7
5862	2	12	16	16	21
5863	2	4	15	6	34
5864	2	17	6	14	6
5865	1	24	6	24	10
5866	2	24	20	32	39
5867	2	29	6	33	11
5868	2	55	26	39	54
5869	2	16	28	11	55
5870	2	8	6	16	7
5871	2	10	18	13	23
5872	4	5	6	45	12
5873	2	10	23	9	33
5874	2	10	23	7	26
5875	4	35	24	666	58
5876	2	11	26	22	31
5877	2	30	24	34	29
5878	2	19	25	23	31
5879	2	14	20	18	26
5880	2	25	6	35	12
5881	4	25	24	351	59
5882	2	28	24	33	34
5883	1	13	24	13	48
5884	2	54	24	39	29
5885	2	23	16	25	22
5886	2	37	26	26	53
5887	4	27	6	626	13
5888	4	13	28	45	85
5889	2	38	24	28	48
5890	8	9	6	4645	30
5891	2	26	28	28	34
5892	2	21	15	27	21
5893	2	9	16	11	26
5894	1	22	15	20	21
5895	2	9	28	13	32
5896	2	12	21	9	41
5897	4	10	5	55	11
5898	2	9	5	12	6
5899	2	12	27	23	34
5900	2	8	27	36	40
5901	2	27	6	28	10
5902	2	21	12	21	18
5903	2	13	5	14	6
5904	2	19	19	25	40
5905	2	17	28	21	56
5906	2	9	28	12	32
5907	2	2	18	4	23
5908	2	27	6	29	6
5909	2	20	24	24	43
5910	4	13	6	339	14
5911	2	30	23	21	30
5912	2	10	27	20	33
5913	2	19	6	26	12
5914	2	24	20	32	41
5915	2	5	14	6	30
5916	4	49	24	630	59
5917	2	22	24	26	29
5918	2	11	28	14	49
5919	2	14	24	15	45
5920	2	3	6	5	7
5921	2	30	24	22	25
5922	4	5	6	51	13
5923	4	13	6	152	12
5924	2	26	24	30	29
5925	2	11	6	23	11
5926	4	2	6	13	12
5927	2	14	296	11	301
5928	2	23	20	30	41
5929	2	11	6	22	6
5930	2	22	19	24	25
5931	2	8	27	16	33
5932	1	12	6	12	6
5933	8	27	6	-1	-1
5934	1	10	6	10	5
5935	2	10	5	14	10
5936	2	25	16	33	36
5937	2	11	16	8	21
5938	2	11	20	14	39
5939	2	24	26	31	45
5940	2	13	19	17	24
5941	2	45	23	32	29
5942	4	26	24	325	56
5943	4	28	6	465	14
5944	4	4	16	15	42
5945	2	12	16	11	21
5946	2	57	28	40	57
5947	2	11	20	22	25
5948	4	10	14	201	29
5949	4	28	20	491	33
5950	2	5	6	21	12
5951	2	23	24	23	42
5952	4	7	6	113	15
5953	2	22	24	25	30
5954	2	27	22	32	25
5955	2	33	28	41	34
5956	2	19	6	22	10
5957	2	9	27	8	32
5958	4	11	6	243	15
5959	2	3	27	6	32
5960	2	8	19	17	25
5961	4	31	6	810	12
5962	2	10	28	9	33
5963	2	32	16	42	22
5964	2	6	28	5	34
5965	2	13	27	26	33
5966	2	14	15	120	26
5967	4	44	24	496	58
5968	1	8	24	8	31
5969	2	18	20	190	33
5970	2	35	16	45	21
5971	2	15	16	20	37
5972	2	9	15	18	21
5973	4	25	6	461	13
5974	4	10	6	221	14
5975	2	20	24	24	32
5976	2	5	6	7	10
5977	4	20	16	378	42
5978	2	25	5	28	9
5979	2	16	28	19	34
5980	1	14	6	14	8
5981	4	26	24	378	54
5982	1	10	18	10	22
5983	2	32	6	39	6
5984	2	37	28	26	55
5985	4	3	13	10	36
5986	2	23	24	22	45
5987	2	27	6	31	7
5988	2	12	16	24	23
5989	2	19	24	13	30
5990	2	42	24	30	30
5991	1	9	24	9	31
5992	2	8	14	16	20
5993	2	14	16	14	21
5994	2	40	24	29	32
5995	2	12	27	16	33
5996	8	13	23	1820	114
5997	2	33	24	37	43
5998	2	11	17	21	24
5999	2	6	20	12	26
6000	2	34	20	41	26
6001	2	29	15	34	20
6002	2	10	24	55	59
6003	4	5	16	15	42
6004	2	33	23	39	35
6005	4	18	24	78	58
6006	4	25	24	171	72
6007	2	12	16	16	32
6008	4	22	6	461	13
6009	4	22	6	300	13
6010	4	10	6	221	14
6011	2	30	24	34	30
6012	4	35	24	818	58
6013	2	21	6	42	11
6014	2	54	24	38	44
6015	4	7	24	15	67
6016	2	50	296	39	320
6017	2	23	6	27	7
6018	4	44	296	628	606
6019	2	18	25	21	52
6020	2	11	5	15	10
6021	2	24	296	18	319
6022	2	20	6	20	6
6023	2	26	24	26	48
6024	2	13	24	8	48
6025	2	20	24	21	45
6026	2	24	16	32	20
6027	4	4	6	33	15
6028	2	31	26	22	55
6029	4	14	24	55	57
6030	2	14	295	10	317
6031	2	13	28	17	34
6032	2	5	16	6	21
6033	2	8	19	9	23
6034	2	10	15	21	22
6035	2	17	6	18	10
6036	2	23	28	23	56
6037	4	19	16	136	29
6038	2	5	27	6	47
6039	2	21	296	15	327
6040	2	30	24	34	31
6041	2	8	12	8	19
6042	2	22	24	16	29
6043	2	13	23	91	58
6044	2	11	15	22	22
6045	2	3	18	6	24
6046	2	14	24	13	29
6047	2	18	24	19	31
6048	2	10	13	20	20
6049	2	11	6	15	10
6050	2	13	24	12	34
6051	2	26	24	19	47
6052	1	20	6	21	6
6053	2	9	6	10	11
6054	2	4	6	7	6
6055	2	9	15	19	22
6056	4	11	28	36	39
6057	4	7	23	15	50
6058	2	29	6	35	8
6059	2	8	6	45	13
6060	8	30	6	-1	-1
6061	2	10	6	10	6
6062	4	16	16	231	43
6063	2	22	23	26	28
6064	2	14	6	18	8
6065	2	33	6	44	7
6066	4	35	25	899	78
6067	2	23	6	300	13
6068	4	20	6	253	13
6069	2	11	16	14	34
6070	2	12	28	16	49
6071	4	11	19	120	61
6072	2	8	6	17	11
6073	2	9	14	19	20
6074	1	6	5	6	6
6075	1	8	28	8	34
6076	4	32	24	528	64
6077	2	13	16	16	21
6078	2	21	296	16	317
6079	2	17	14	22	20
6080	2	20	27	14	54
6081	2	29	28	32	34
6082	2	8	5	8	8
6083	2	28	6	37	11
6084	2	34	23	38	31
6085	4	26	6	433	13
6086	4	7	19	55	55
6087	2	8	6	16	12
6088	2	9	28	9	33
6089	2	12	6	78	13
6090	2	12	19	16	39
6091	2	31	24	34	30
6092	2	37	24	26	45
6093	4	18	12	190	25
6094	2	28	6	33	9
6095	4	5	6	51	14
6096	2	41	296	32	301
6097	2	8	6	8	10
6098	2	10	5	11	6
6099	4	7	6	113	13
6100	4	28	6	523	13
6101	1	30	14	31	21
6102	2	23	16	31	21
6103	2	5	6	10	7
6104	4	28	296	252	602
6105	2	47	24	33	49
6106	4	13	6	339	14
6107	2	24	19	33	25
6108	2	35	24	25	41
6109	2	33	21	39	37
6110	2	12	24	11	46
6111	4	30	23	593	56
6112	2	17	24	13	43
6113	2	12	294	9	312
6114	2	7	28	15	35
6115	2	13	24	91	71
6116	2	17	26	18	56
6117	4	21	6	348	13
6118	4	19	6	348	12
6119	2	32	24	22	34
6120	2	34	24	38	30
6121	2	11	6	22	7
6122	4	11	24	36	59
6123	8	16	6	10165	26
6124	4	6	6	28	13
6125	4	28	20	527	33
6126	2	31	28	34	56
6127	2	4	27	8	33
6128	2	9	15	19	21
6129	2	16	296	12	302
6130	2	6	5	7	7
6131	2	18	5	15	6
6132	1	3	27	3	32
6133	2	29	6	33	7
6134	4	10	24	45	56
6135	4	27	24	190	58
6136	2	23	24	17	47
6137	2	20	24	14	48
6138	2	12	19	16	25
6139	2	14	28	11	33
6140	4	12	16	136	41
6141	2	12	18	16	24
6142	2	12	6	16	6
6143	2	20	6	27	6
6144	2	50	24	35	28
6145	2	18	26	25	32
6146	2	10	28	10	33
6147	2	33	24	24	33
6148	2	29	16	33	23
6149	2	11	6	22	7
6150	2	33	24	38	24
6151	2	25	24	18	48
6152	2	4	16	8	23
6153	2	19	6	22	10
6154	2	20	6	21	8
6155	2	8	15	9	21
6156	2	9	28	11	48
6157	2	19	14	26	20
6158	2	10	6	13	9
6159	2	26	296	20	305
6160	2	3	5	6	9
6161	2	7	14	14	20
6162	1	16	6	17	6
6163	4	33	24	300	57
6164	2	13	16	18	20
6165	2	24	20	27	26
6166	2	22	24	22	48
6167	2	12	24	13	44
6168	2	14	296	12	314
6169	2	33	24	38	48
6170	4	27	24	491	58
6171	2	10	6	55	12
6172	2	5	6	11	12
6173	2	46	296	38	321
6174	4	18	24	78	57
6175	4	16	6	3876	27
6176	2	42	24	29	31
6177	2	29	20	32	26
6178	8	11	16	2300	83
6179	2	46	296	38	321
6180	1	9	24	8	29
6181	2	34	24	42	24
6182	2	16	6	20	6
6183	4	17	24	136	56
6184	4	4	16	10	32
6185	4	34	21	853	42
6186	8	15	6	8436	26
6187	2	43	24	31	42
6188	2	30	24	34	33
6189	2	8	24	5	30
6190	4	17	20	153	31
6191	2	14	20	13	26
6192	2	19	16	24	22
6193	1	18	18	18	24
6194	2	31	28	35	55
6195	4	34	6	936	13
6196	2	31	6	40	7
6197	2	9	28	9	34
6198	2	16	24	12	29
6199	2	15	15	16	21
6200	2	10	6	20	12
6201	2	5	18	7	23
6202	2	19	26	21	32
6203	2	29	28	30	55
6204	2	24	6	24	7
6205	8	4	6	225	27
6206	4	8	18	65	29
6207	2	28	6	33	6
6208	2	20	28	26	49
6209	2	20	296	16	326
6210	2	24	28	26	34
6211	2	23	24	27	31
6212	1	11	26	11	55
6213	2	6	20	21	29
6214	4	22	16	435	42
6215	2	29	24	31	31
6216	2	7	24	6	29
6217	2	14	27	13	56
6218	2	13	12	14	18
6219	2	33	296	25	301
6220	2	5	14	11	21
6221	2	14	295	12	327
6222	4	33	6	850	14
6223	2	35	22	40	32
6224	2	28	6	32	7
6225	2	24	296	19	320
6226	2	48	24	34	30
6227	1	8	24	8	29
6228	2	51	296	39	316
6229	2	24	20	32	26
6230	4	22	28	461	41
6231	4	14	24	91	54
6232	4	23	6	493	13
6233	2	18	6	171	13
6234	2	9	24	6	26
6235	2	24	27	27	54
6236	2	23	24	24	47
6237	2	29	24	21	46
6238	2	12	20	16	25
6239	2	12	24	11	47
6240	2	19	20	26	26
6241	2	49	24	35	29
6242	1	11	24	11	44
6243	2	24	296	18	317
6244	2	7	16	14	22
6245	4	23	6	299	12
6246	2	30	16	37	22
6247	4	10	20	90	32
6248	2	24	24	28	29
6249	2	34	24	39	29
6250	2	24	6	25	6
6251	2	7	24	5	24
6252	2	2	16	3	20
6253	2	7	28	15	34
6254	2	21	296	16	296
6255	2	19	20	23	26
6256	2	29	28	33	57
6257	8	4	6	286	24
6258	2	32	6	42	10
6259	2	10	20	21	26
6260	4	39	24	406	56
6261	4	16	23	153	54
6262	2	2	27	3	32
6263	2	19	23	19	44
6264	2	11	20	14	26
6265	2	3	5	6	6
6266	4	12	6	78	12
6267	8	26	6	-1	-1
6268	1	14	26	14	31
6269	4	17	6	226	13
6270	2	18	16	24	26
6271	4	35	24	736	59
6272	2	7	16	7	20
6273	1	16	27	16	33
6274	4	16	5	229	11
6275	4	29	24	210	57
6276	2	34	16	42	22
6277	2	14	6	17	9
6278	4	23	24	136	55
6279	2	31	24	35	40
6280	2	13	296	10	320
6281	1	24	20	24	26
6282	2	35	23	39	44
6283	4	26	20	460	31
6284	4	12	6	118	13
6285	1	28	19	29	24
6286	2	10	6	55	12
6287	1	8	24	8	44
6288	2	21	24	20	29
6289	2	10	21	7	37
6290	2	19	6	19	8
6291	2	24	6	33	6
6292	4	14	16	171	42
6293	2	5	6	8	6
6294	2	20	6	24	6
6295	2	13	5	14	5
6296	4	22	6	253	13
6297	2	11	28	7	52
6298	4	30	24	628	78
6299	2	7	18	9	22
6300	2	19	28	21	56
6301	2	4	5	9	7
6302	2	8	6	10	11
6303	2	15	24	16	35
6304	2	3	16	7	22
6305	2	20	6	19	7
6306	4	5	6	45	14
6307	4	28	24	210	58
6308	2	26	6	35	6
6309	4	5	4	21	9
6310	2	27	28	29	58
6311	2	23	24	27	29
6312	1	10	16	11	22
6313	2	32	6	41	12
6314	1	9	24	9	35
6315	2	27	28	31	57
6316	2	22	24	27	30
6317	2	25	24	29	45
6318	2	10	20	20	26
6319	2	8	17	8	22
6320	2	13	294	9	299
6321	2	42	296	33	302
6322	2	10	20	21	26
6323	2	15	28	19	49
6324	2	22	294	17	325
6325	4	8	6	129	14
6326	4	19	24	171	58
6327	2	5	6	6	9
6328	2	22	6	253	17
6329	4	8	6	145	18
6330	4	14	28	166	40
6331	2	24	16	25	22
6332	2	14	26	13	32
6333	1	24	6	24	7
6334	1	10	12	10	19
6335	4	31	24	664	60
6336	4	4	27	15	36
6337	2	33	6	45	7
6338	2	10	6	21	6
6339	2	18	24	19	34
6340	2	44	24	32	49
6341	2	21	28	24	34
6342	2	22	6	29	6
6343	2	35	24	37	44
6344	8	9	6	1155	27
6345	2	33	24	23	27
6346	4	53	24	741	59
6347	4	11	6	243	15
6348	2	23	19	31	40
6349	2	18	24	19	50
6350	4	22	23	325	55
6351	4	24	6	300	13
6352	2	31	6	38	6
6353	2	23	16	31	37
6354	4	8	16	55	39
6355	2	28	6	37	7
6356	2	27	13	35	19
6357	2	17	6	17	9
6358	2	11	6	22	6
6359	2	19	28	26	34
6360	4	5	6	51	13
6361	2	8	18	10	23
6362	4	29	24	556	77
6363	2	6	27	12	32
6364	2	30	24	30	33
6365	4	10	24	28	47
6366	4	15	24	55	50
6367	2	18	5	171	11
6368	2	7	6	15	10
6369	2	11	24	9	28
6370	2	15	24	15	48
6371	4	9	6	45	12
6372	1	13	20	14	26
6373	4	13	24	36	77
6374	2	22	6	29	11
6375	4	14	6	91	13
6376	2	19	27	21	56
6377	2	10	27	20	34
6378	2	12	18	12	23
6379	2	11	14	23	21
6380	2	7	23	5	39
6381	1	11	24	11	30
6382	1	7	24	7	46
6383	2	32	24	23	47
6384	2	4	20	7	27
6385	2	16	6	16	11
6386	4	23	24	322	78
6387	2	9	5	45	15
6388	2	7	6	8	11
6389	2	8	6	36	12
6390	2	36	24	25	48
6391	2	12	24	14	39
6392	4	34	24	778	52
6393	4	12	6	91	13
6394	2	20	23	21	44
6395	2	13	19	26	25
6396	4	10	23	28	50
6397	4	16	16	253	41
6398	2	16	16	22	35
6399	2	35	24	37	32
6400	2	12	6	24	7
6401	4	3	20	19	33
6402	2	10	5	8	6
6403	4	12	24	66	56
6404	2	6	5	7	6
6405	4	29	6	691	13
6406	2	21	23	16	29
6407	2	16	16	21	24
6408	2	19	24	18	45
6409	4	28	6	590	13
6410	2	45	24	32	34
6411	2	7	27	9	46
6412	1	26	26	27	32
6413	4	9	27	28	35
6414	4	18	17	252	28
6415	2	28	15	38	21
6416	1	8	28	8	55
6417	2	11	16	12	21
6418	4	13	20	169	32
6419	2	25	296	19	315
6420	2	10	6	9	10
6421	4	26	16	626	29
6422	2	13	6	13	6
6423	2	28	24	29	29
6424	2	8	28	11	34
6425	4	48	296	701	628
6426	4	15	6	465	14
6427	1	24	28	24	34
6428	4	27	6	618	12
6429	4	8	6	145	14
6430	2	20	28	23	34
6431	2	22	6	25	6
6432	2	12	6	24	11
6433	4	12	6	66	12
6434	2	25	6	351	13
6435	2	22	6	253	13
6436	2	14	6	19	6
6437	2	7	6	9	10
6438	2	19	19	22	24
6439	4	44	24	528	74
6440	4	7	16	45	43
6441	8	40	296	-1	-1
