idx	deg	nvars	litbits	nmon	coefbits
19684	2	6	14	12	21
19685	2	23	24	23	30
19686	2	23	28	28	56
19687	1	9	23	9	30
19688	2	17	16	20	22
19689	4	4	20	33	33
19690	4	9	6	153	14
19691	2	9	28	19	34
19692	2	15	19	11	23
19693	2	25	24	18	28
19694	2	5	6	10	7
19695	2	22	24	20	30
19696	4	18	24	136	58
19697	2	22	6	25	6
19698	2	12	24	11	45
19699	2	32	27	42	32
19700	2	21	28	42	34
19701	1	16	6	17	11
19702	2	30	19	37	25
19703	2	34	24	37	49
19704	2	14	296	12	325
19705	2	47	24	33	43
19706	2	16	16	16	21
19707	4	26	6	557	14
19708	2	42	296	33	301
19709	2	15	5	136	11
19710	4	12	6	289	19
19711	1	30	6	31	9
19712	2	20	24	24	30
19713	8	12	6	3605	26
19714	2	30	24	34	29
19715	2	32	296	25	306
19716	2	12	6	12	6
19717	2	16	296	12	301
19718	4	7	6	99	13
19719	4	18	6	248	13
19720	4	30	24	231	71
19721	4	15	6	120	12
19722	2	24	24	17	49
19723	2	13	6	10	10
19724	2	14	16	17	21
19725	1	28	15	29	21
19726	2	32	24	37	41
19727	2	23	6	25	11
19728	4	28	24	496	54
19729	2	24	16	31	22
19730	2	16	16	22	37
19731	2	5	16	10	22
19732	2	21	6	21	9
19733	2	20	16	27	21
19734	4	22	16	435	42
19735	1	4	28	4	33
19736	2	11	6	22	10
19737	4	27	6	491	13
19738	4	4	6	41	12
19739	2	8	6	10	10
19740	2	20	296	15	301
19741	2	13	24	14	29
19742	1	6	28	6	34
19743	1	12	15	13	21
19744	8	30	24	-1	-1
19745	2	53	24	39	34
19746	4	14	6	66	12
19747	4	17	16	276	56
19748	2	23	24	26	40
19749	2	3	19	7	24
19750	2	12	20	16	25
19751	2	12	26	16	46
19752	2	26	28	28	35
19753	2	18	6	22	9
19754	2	30	296	24	302
19755	1	7	24	7	34
19756	2	26	296	20	314
19757	4	12	296	45	600
19758	2	8	6	16	7
19759	2	2	13	5	18
19760	2	14	20	18	25
19761	2	14	26	9	54
19762	2	9	23	9	23
19763	4	27	6	460	13
19764	2	19	16	24	22
19765	2	15	28	20	48
19766	2	38	26	27	53
19767	2	27	28	30	57
19768	2	31	19	40	25
19769	2	14	24	15	48
19770	4	11	24	55	58
19771	2	28	24	27	32
19772	4	23	28	300	87
19773	2	16	24	11	43
19774	4	25	24	404	56
19775	2	15	6	20	9
19776	2	14	28	17	33
19777	1	12	19	12	23
19778	2	23	18	27	25
19779	2	13	24	91	61
19780	4	17	22	207	52
19781	1	6	15	6	20
19782	4	26	24	432	56
19783	4	7	6	61	12
19784	2	7	19	15	25
19785	1	12	28	12	33
19786	4	29	20	729	33
19787	4	6	6	28	12
19788	2	12	16	12	21
19789	2	10	6	13	6
19790	2	46	296	36	304
19791	2	10	24	7	26
19792	4	33	24	276	77
19793	2	17	19	18	25
19794	2	20	18	18	24
19795	2	2	28	4	33
19796	2	8	20	16	27
19797	2	43	24	32	44
19798	1	6	26	6	54
19799	2	9	27	9	55
19800	2	40	24	28	28
19801	2	21	16	28	20
19802	2	14	24	15	29
19803	2	14	6	18	9
19804	4	10	6	221	13
19805	2	9	6	19	6
19806	2	11	19	9	23
19807	2	13	24	9	48
19808	4	25	6	430	13
19809	1	5	18	5	23
19810	2	30	6	36	6
19811	2	10	20	9	26
19812	2	3	27	7	33
19813	2	23	24	27	49
19814	2	13	24	9	43
19815	2	33	6	43	10
19816	2	16	6	20	6
19817	4	28	24	378	59
19818	2	37	24	27	33
19819	1	9	6	9	10
19820	1	7	24	7	45
19821	2	18	19	24	24
19822	4	11	16	105	42
19823	4	20	24	210	57
19824	4	23	24	153	76
19825	4	20	24	273	59
19826	2	3	19	6	24
19827	4	26	6	550	13
19828	2	32	24	37	29
19829	2	25	24	29	26
19830	2	26	6	35	7
19831	2	37	24	27	34
19832	4	29	6	623	18
19833	1	8	16	6	22
19834	1	10	19	10	25
19835	2	22	6	26	11
19836	4	22	6	231	12
19837	2	42	24	30	34
19838	4	17	24	207	77
19839	2	16	26	11	55
19840	2	23	28	27	34
19841	2	4	13	5	13
19842	2	12	20	78	32
19843	4	22	6	461	13
19844	8	11	6	11969	28
19845	2	45	26	33	54
19846	2	2	15	5	21
19847	2	22	19	22	25
19848	2	27	12	30	19
19849	2	10	295	7	304
19850	4	19	6	297	13
19851	2	29	19	36	25
19852	2	23	24	23	44
19853	2	17	24	20	28
19854	2	34	24	39	33
19855	2	11	20	11	24
19856	1	6	16	6	21
19857	2	9	28	18	35
19858	2	19	28	18	56
19859	2	34	24	36	35
19860	2	12	19	24	26
19861	4	10	14	221	28
19862	2	12	6	15	10
19863	4	17	24	66	58
19864	2	27	23	19	43
19865	4	23	6	346	14
19866	2	33	27	43	33
19867	2	24	16	31	35
19868	2	16	6	20	6
19869	2	11	15	22	22
19870	2	25	24	24	49
19871	2	3	16	6	21
19872	2	2	15	4	20
19873	1	12	16	12	21
19874	2	16	6	16	6
19875	4	12	6	91	14
19876	4	16	20	229	33
19877	2	15	6	19	9
19878	2	20	27	28	32
19879	2	4	14	8	19
19880	2	19	27	19	56
19881	2	27	13	35	19
19882	2	14	27	11	33
19883	4	53	28	741	82
19884	1	8	24	8	31
19885	1	14	6	15	6
19886	2	12	15	24	21
19887	4	10	6	90	17
19888	2	5	14	6	20
19889	2	16	27	11	53
19890	2	26	27	26	56
19891	4	33	24	630	59
19892	2	33	6	38	6
19893	4	13	6	120	12
19894	2	17	6	17	9
19895	2	8	23	6	42
19896	2	43	28	31	57
19897	2	2	28	5	33
19898	2	22	24	26	44
19899	2	32	24	34	33
19900	2	17	6	23	10
19901	4	11	6	243	15
19902	2	13	27	12	32
19903	2	21	24	20	46
19904	2	30	6	33	12
19905	2	36	28	40	55
19906	4	8	16	73	28
19907	2	26	24	25	46
19908	2	10	20	11	34
19909	4	22	24	253	59
19910	2	42	296	33	301
19911	2	16	24	16	46
19912	2	7	6	14	7
19913	2	24	16	27	21
19914	4	9	6	181	14
19915	2	8	16	8	20
19916	2	16	24	18	29
19917	2	23	24	27	27
19918	4	31	6	733	13
19919	2	14	6	13	6
19920	2	12	6	13	12
19921	2	21	20	21	26
19922	2	23	16	25	22
19923	8	21	24	16698	119
19924	2	26	28	29	57
19925	2	3	17	5	22
19926	4	29	24	556	49
19927	4	18	16	300	42
19928	2	31	6	38	11
19929	2	5	6	11	9
19930	2	9	6	18	7
19931	2	29	26	33	54
19932	2	23	24	27	43
19933	4	50	24	666	74
19934	4	20	6	190	12
19935	4	8	23	28	55
19936	2	30	24	21	29
19937	2	22	24	26	49
19938	4	32	24	276	61
19939	2	31	28	34	56
19940	2	16	16	21	26
19941	2	9	6	19	6
19942	1	12	13	13	19
19943	2	29	24	30	45
19944	2	20	20	27	26
19945	2	12	23	8	45
19946	1	22	16	22	22
19947	1	12	16	13	21
19948	2	17	24	13	44
19949	2	28	6	32	6
19950	2	28	18	31	25
19951	8	26	24	23751	119
19952	2	7	5	8	10
19953	2	16	6	20	11
19954	1	8	15	8	20
19955	4	20	6	210	14
19956	4	7	11	44	24
19957	8	12	5	1365	25
19958	2	27	15	35	22
19959	2	19	26	18	32
19960	4	48	24	630	58
19961	2	33	24	38	45
19962	4	17	6	251	16
19963	2	3	19	6	24
19964	2	18	28	15	33
19965	2	26	24	30	44
19966	2	29	28	33	56
19967	4	11	26	45	73
19968	4	24	24	348	59
19969	2	32	296	25	320
19970	2	7	6	7	8
19971	2	18	18	18	23
19972	4	16	24	136	54
19973	4	12	6	288	13
19974	2	10	293	7	302
19975	4	33	24	700	60
19976	2	32	14	36	20
19977	2	22	15	26	21
19978	4	44	24	496	59
19979	2	31	26	37	32
19980	2	2	20	5	24
19981	2	29	28	31	34
19982	2	45	296	35	318
19983	1	8	24	8	32
19984	1	22	20	22	26
19985	2	20	24	19	52
19986	4	19	6	322	14
19987	2	11	27	22	34
19988	4	35	24	325	59
19989	2	18	28	13	56
19990	2	35	26	38	55
19991	2	27	24	30	45
19992	2	12	23	8	42
19993	1	10	6	10	8
19994	4	15	5	169	13
19995	2	16	15	16	21
19996	4	12	21	36	50
19997	2	25	24	27	48
19998	2	30	13	35	20
19999	2	6	6	13	12
20000	2	13	24	12	33
20001	4	32	24	528	59
20002	2	9	6	8	6
20003	2	19	6	16	9
20004	2	26	24	31	32
20005	2	12	20	24	27
20006	2	18	6	21	6
20007	2	9	6	12	6
20008	2	4	6	5	6
20009	4	19	6	171	13
20010	2	8	6	36	17
20011	2	31	24	35	35
20012	2	30	14	35	20
20013	1	23	19	23	26
20014	2	15	24	15	29
20015	4	13	16	120	28
20016	2	15	293	11	312
20017	2	7	6	14	12
20018	4	23	24	373	57
20019	8	10	6	1729	27
20020	2	14	28	18	33
20021	4	32	6	772	13
20022	2	29	24	36	30
20023	2	24	28	26	34
20024	2	3	24	4	41
20025	2	20	6	21	12
20026	2	12	28	24	34
20027	1	22	14	22	20
20028	1	4	6	4	10
20029	2	16	16	17	22
20030	2	11	290	9	296
20031	2	27	26	32	32
20032	2	37	296	28	304
20033	4	9	3	45	7
20034	1	8	27	8	33
20035	2	10	24	7	31
20036	1	8	5	8	10
20037	4	17	24	78	48
20038	1	7	24	7	29
20039	1	4	20	4	25
20040	2	9	19	10	25
20041	2	22	20	29	39
20042	2	20	19	24	25
20043	2	25	16	33	21
20044	2	17	16	21	22
20045	2	26	28	31	33
20046	2	15	23	11	42
20047	2	33	28	37	55
20048	2	8	15	16	21
20049	8	26	22	5985	105
20050	2	11	19	23	26
20051	2	31	27	22	54
20052	2	50	24	35	45
20053	4	37	296	433	601
20054	1	16	16	17	21
20055	2	12	6	78	14
20056	2	13	5	12	9
20057	4	21	16	378	41
20058	4	6	5	85	15
20059	4	55	24	780	58
20060	2	29	6	36	11
20061	2	47	24	34	48
20062	2	20	16	26	37
20063	2	14	28	10	55
20064	2	10	19	14	26
20065	4	11	6	222	14
20066	1	8	24	8	45
20067	2	20	28	28	35
20068	4	21	16	324	29
20069	2	18	6	171	14
20070	4	23	23	404	48
20071	4	33	15	978	28
20072	1	6	16	7	21
20073	2	46	296	38	299
20074	2	19	296	16	327
20075	4	14	6	120	12
20076	2	15	21	20	27
20077	2	12	6	15	6
20078	4	22	22	346	44
20079	2	33	26	40	32
20080	2	22	24	20	29
20081	2	25	24	29	45
20082	2	24	6	32	6
20083	2	16	6	13	10
20084	2	12	28	24	34
20085	4	9	6	65	12
20086	4	14	296	66	595
20087	2	39	24	28	44
20088	2	27	6	406	12
20089	4	29	24	556	58
20090	2	11	6	15	6
20091	4	35	24	351	57
20092	2	12	6	25	7
20093	2	13	6	26	7
20094	1	11	27	10	54
20095	4	46	296	738	603
20096	4	16	6	205	12
20097	2	20	24	24	47
20098	1	15	25	15	31
20099	1	16	6	17	7
20100	2	19	24	13	48
20101	2	33	24	35	32
20102	1	9	24	9	27
20103	4	26	16	460	28
20104	1	10	24	10	47
20105	2	18	28	21	33
20106	4	11	23	66	51
20107	2	10	23	7	23
20108	8	4	5	70	21
20109	2	16	296	13	327
20110	2	14	294	11	294
20111	2	7	16	9	21
20112	2	24	24	24	43
20113	4	3	6	19	12
20114	2	16	24	18	29
20115	2	20	6	28	8
20116	2	12	23	15	28
20117	2	9	19	19	24
20118	2	29	26	32	54
20119	2	8	24	36	37
20120	4	26	6	405	13
20121	2	43	296	34	305
20122	4	20	22	190	35
20123	4	12	6	289	13
20124	2	22	24	23	46
20125	4	38	23	378	56
20126	2	9	27	12	33
20127	1	16	19	16	24
20128	2	23	26	29	32
20129	4	16	5	205	12
20130	2	18	15	17	21
20131	2	21	295	15	299
20132	2	34	6	38	7
20133	8	30	18	-1	-1
20134	2	34	26	42	49
20135	4	18	6	229	13
20136	2	31	24	32	44
20137	2	15	6	30	6
20138	2	20	15	27	20
20139	4	39	24	406	57
20140	2	16	27	15	55
20141	2	39	24	28	44
20142	2	25	6	28	7
20143	2	5	16	10	22
20144	4	26	24	378	59
20145	4	53	24	703	58
20146	2	29	24	20	47
20147	4	4	14	15	50
20148	2	21	24	21	28
20149	2	51	296	41	318
20150	2	21	25	28	46
20151	2	23	19	23	25
20152	4	19	6	190	12
20153	4	20	16	378	59
20154	2	18	27	13	56
20155	2	2	6	5	11
20156	2	27	16	30	22
20157	2	7	28	7	34
20158	2	34	24	36	34
20159	2	57	24	41	44
20160	2	42	24	30	28
20161	8	15	6	8436	26
20162	4	54	24	780	58
20163	2	23	19	26	25
20164	4	25	6	431	13
20165	2	19	24	19	29
20166	1	15	13	16	18
20167	2	22	15	30	21
20168	4	8	5	28	11
20169	2	24	28	32	34
20170	2	16	24	18	31
20171	2	36	28	41	54
20172	2	16	6	16	11
20173	4	4	6	33	12
20174	1	22	19	22	25
20175	2	18	24	19	30
20176	2	10	6	55	13
20177	4	42	24	435	56
20178	2	19	20	16	26
20179	2	9	6	13	9
20180	2	22	24	26	42
20181	2	5	6	10	10
20182	4	20	6	276	13
20183	2	36	24	25	29
20184	2	8	19	16	24
20185	4	14	6	188	11
20186	2	12	6	11	6
20187	2	26	24	29	45
20188	4	21	16	378	55
20189	2	12	20	16	26
20190	4	16	24	153	57
20191	2	9	12	10	18
20192	4	35	24	775	58
20193	4	12	6	313	14
20194	8	46	296	-1	-1
20195	2	11	6	22	7
20196	2	19	20	22	27
20197	2	27	24	28	40
20198	4	34	23	778	72
20199	2	44	296	35	301
20200	2	28	24	32	43
20201	2	32	6	41	10
20202	8	30	296	14674	1203
20203	2	23	16	26	22
20204	2	12	6	24	11
20205	2	21	24	15	40
20206	4	33	296	376	602
20207	2	20	6	40	10
20208	1	22	6	22	11
20209	1	27	6	27	10
20210	2	42	24	29	47
20211	2	5	5	6	5
20212	2	21	24	15	29
20213	2	3	20	5	26
20214	1	20	6	20	6
20215	1	20	15	20	22
20216	2	12	20	25	26
20217	1	28	16	29	22
20218	2	12	6	11	6
20219	4	28	6	465	16
20220	2	22	27	27	50
20221	4	17	24	153	69
20222	2	23	16	29	22
20223	4	20	6	276	12
20224	2	24	15	32	21
20225	2	11	24	66	77
20226	2	9	16	11	22
20227	2	16	24	17	45
20228	4	26	6	626	14
20229	2	8	20	10	26
20230	4	6	6	85	14
20231	2	9	6	19	7
20232	4	32	24	701	58
20233	2	38	296	30	316
20234	2	31	20	40	26
20235	2	4	6	10	12
20236	8	40	24	35960	119
20237	4	7	16	36	24
20238	2	21	24	21	43
20239	2	21	20	42	26
20240	4	19	6	322	17
20241	2	5	19	10	26
20242	2	27	28	33	34
20243	2	22	6	30	11
20244	2	10	6	55	12
20245	2	27	16	35	22
20246	2	23	24	16	43
20247	2	22	28	27	56
20248	2	8	16	36	29
20249	2	29	296	21	301
20250	2	8	16	17	23
20251	4	24	24	401	57
20252	1	4	20	4	25
20253	4	27	6	621	13
20254	2	40	24	29	33
20255	2	2	25	5	31
20256	2	2	5	4	4
20257	4	29	16	623	28
20258	2	50	24	36	29
20259	2	17	26	21	51
20260	2	13	6	26	8
20261	2	9	28	19	34
20262	2	13	16	25	22
20263	1	18	6	18	6
20264	2	10	28	9	32
20265	2	10	6	13	7
20266	2	5	6	7	11
20267	2	35	20	45	26
20268	2	11	24	8	29
20269	2	30	296	23	321
20270	4	21	20	300	50
20271	2	13	24	9	29
20272	2	22	6	253	13
20273	1	6	25	6	30
20274	2	24	14	24	20
20275	2	11	6	21	6
20276	2	20	14	27	20
20277	2	50	24	35	29
20278	2	12	28	23	34
20279	2	12	16	16	22
20280	2	20	24	14	31
20281	4	10	6	66	13
20282	2	9	27	19	33
20283	2	14	16	18	21
20284	2	20	28	24	34
20285	2	27	6	31	8
20286	2	12	24	9	43
20287	2	44	24	31	44
20288	2	23	24	27	26
20289	1	6	6	6	8
20290	2	46	296	37	327
20291	2	24	16	31	26
20292	2	4	18	5	37
20293	1	20	26	20	31
20294	4	17	6	153	13
20295	2	52	24	37	49
20296	2	9	6	11	7
20297	4	9	6	163	14
20298	2	24	6	28	10
20299	2	30	18	40	25
20300	2	23	27	23	56
20301	4	14	6	166	13
20302	1	20	28	20	34
20303	2	9	5	6	5
20304	2	3	19	7	25
20305	2	22	24	23	41
20306	2	16	24	20	28
20307	2	32	20	39	26
20308	4	17	6	153	13
20309	2	6	20	9	25
20310	2	20	6	24	11
20311	2	8	28	6	50
20312	2	49	24	34	34
20313	4	11	6	77	11
20314	2	21	24	16	33
20315	2	7	16	10	35
20316	2	13	5	17	6
20317	2	16	6	13	9
20318	2	27	6	32	11
20319	2	18	14	20	19
20320	2	5	16	6	22
20321	2	11	19	11	24
20322	2	27	28	32	58
20323	4	33	6	851	14
20324	4	28	24	435	59
20325	4	11	24	55	78
20326	2	32	24	37	48
20327	1	22	20	23	26
20328	2	4	16	5	20
20329	2	14	6	18	10
20330	1	20	16	20	22
20331	4	21	24	105	58
20332	1	20	18	21	24
20333	2	21	16	25	22
20334	2	6	6	12	11
20335	2	33	24	39	42
20336	1	8	11	8	16
20337	2	11	6	8	11
20338	4	12	6	91	16
20339	2	24	6	27	9
20340	2	40	296	32	302
20341	2	30	27	34	33
20342	2	18	20	25	26
20343	4	29	15	560	28
20344	1	9	6	10	7
20345	2	21	6	20	6
20346	2	32	26	37	32
20347	2	24	24	24	30
20348	2	20	16	23	22
20349	2	9	19	9	24
20350	4	14	16	120	28
20351	2	10	16	14	21
20352	2	15	6	20	11
20353	2	20	24	14	34
20354	2	22	28	44	34
20355	2	31	24	32	35
20356	1	14	16	14	22
20357	4	10	6	221	14
20358	2	10	16	9	22
20359	2	32	24	36	29
20360	1	21	19	22	25
20361	8	26	24	-1	-1
20362	2	12	27	14	33
20363	2	31	24	22	29
20364	2	24	6	32	6
20365	2	8	15	16	21
20366	4	2	14	9	24
20367	2	29	27	21	54
20368	4	30	24	496	58
20369	2	22	25	30	30
20370	2	18	24	18	33
20371	4	26	24	190	59
20372	4	31	6	734	13
20373	2	8	6	17	12
20374	2	7	6	15	11
20375	2	37	296	30	325
20376	4	8	6	28	12
20377	2	19	16	24	22
20378	2	26	24	29	33
20379	2	10	6	21	11
20380	2	9	5	11	10
20381	4	21	24	231	77
20382	2	51	24	36	49
20383	4	7	15	105	28
20384	2	22	28	253	40
20385	4	55	24	780	58
20386	2	21	27	22	33
20387	2	8	6	15	7
20388	2	6	16	13	21
20389	2	21	295	15	312
20390	2	8	26	16	32
20391	2	30	24	32	50
20392	2	7	24	5	44
20393	2	4	16	5	23
20394	4	11	6	265	14
20395	4	13	14	105	26
20396	2	13	24	12	46
20397	2	5	28	10	35
20398	2	16	24	16	43
20399	2	31	24	22	49
20400	4	6	15	36	37
20401	4	16	13	205	25
20402	2	10	6	11	6
20403	2	13	20	18	41
20404	2	32	24	34	33
20405	2	25	26	29	56
20406	4	25	6	351	12
20407	4	12	6	104	11
20408	1	15	15	16	20
20409	2	13	24	12	33
20410	2	10	23	11	39
20411	2	48	296	39	329
20412	2	7	6	15	11
20413	4	7	6	113	14
20414	2	31	28	34	56
20415	2	8	16	10	25
20416	1	9	27	10	32
20417	2	13	6	17	12
20418	2	20	6	210	13
20419	4	18	28	210	41
20420	4	14	295	55	600
20421	1	13	20	14	26
20422	2	30	14	36	20
20423	2	2	15	4	20
20424	4	27	296	230	599
20425	2	23	6	25	6
20426	4	10	16	105	42
20427	4	14	6	151	12
20428	2	10	16	14	21
20429	1	14	16	14	22
20430	4	32	6	696	14
20431	2	23	27	28	33
20432	2	17	15	23	21
20433	2	16	15	20	21
20434	2	28	24	32	45
20435	4	17	5	251	12
20436	2	26	6	33	10
20437	2	34	24	42	38
20438	2	20	24	14	31
20439	2	9	6	18	7
20440	2	27	24	31	34
20441	4	2	6	6	13
20442	4	21	6	324	12
20443	2	8	20	10	40
20444	8	24	16	-1	-1
20445	2	24	6	29	7
20446	2	9	28	18	35
20447	2	16	5	15	5
20448	2	22	27	30	33
20449	2	8	5	11	10
20450	8	32	23	-1	-1
20451	2	16	28	17	33
20452	4	30	24	590	57
20453	2	18	24	18	47
20454	8	34	24	17550	115
20455	2	8	24	9	26
20456	2	10	6	21	11
20457	1	8	24	8	29
20458	2	18	20	22	26
20459	2	15	16	20	24
20460	8	6	6	985	25
20461	2	14	6	15	9
20462	2	5	15	6	21
20463	4	33	25	739	83
20464	4	8	24	28	57
20465	2	14	24	13	33
20466	2	33	24	37	29
20467	2	19	6	26	11
20468	2	41	296	31	326
20469	4	13	5	105	12
20470	2	9	24	9	27
20471	2	27	6	30	10
20472	2	3	14	7	20
20473	2	27	15	35	21
20474	2	4	18	5	23
20475	2	4	28	8	33
20476	2	29	24	31	34
20477	4	30	24	628	57
20478	4	20	6	190	13
20479	2	27	26	29	32
20480	2	33	24	33	44
20481	2	24	6	25	8
20482	2	14	25	13	54
20483	2	45	28	32	57
20484	4	32	24	701	49
20485	2	49	24	34	32
20486	2	8	28	16	33
20487	4	26	20	405	33
20488	2	15	24	15	50
20489	2	6	16	12	23
20490	2	27	24	31	46
20491	4	29	6	731	14
20492	2	20	17	27	23
20493	2	20	24	15	42
20494	2	12	16	11	21
20495	2	5	20	7	24
20496	2	30	24	31	46
20497	4	34	24	300	57
20498	2	11	16	21	23
20499	2	2	5	5	5
20500	2	48	24	35	43
20501	2	30	20	34	26
20502	2	26	24	27	27
20503	1	10	24	10	29
20504	2	26	24	29	34
20505	2	14	24	9	47
20506	2	8	16	10	22
20507	2	25	23	18	42
20508	2	41	27	29	55
20509	2	24	6	31	11
20510	2	29	24	33	44
20511	4	55	24	820	58
20512	2	12	20	16	39
20513	4	22	24	276	56
20514	2	8	6	8	7
20515	2	30	24	34	29
20516	2	16	23	11	32
20517	4	15	16	210	55
20518	2	36	296	29	300
20519	2	21	22	15	42
20520	2	12	5	11	7
20521	2	40	24	29	44
20522	4	4	6	33	13
20523	2	14	20	11	25
20524	1	10	28	10	33
20525	2	13	5	12	9
20526	2	7	12	14	18
20527	2	8	6	8	9
20528	2	16	27	20	32
20529	2	30	24	35	30
20530	2	8	28	6	33
20531	2	14	16	18	22
20532	4	2	6	13	12
20533	2	15	19	30	25
20534	4	24	24	492	36
20535	2	14	17	18	37
20536	2	5	5	7	5
20537	4	12	28	55	84
20538	2	16	294	11	299
20539	2	19	24	21	41
20540	4	4	6	28	12
20541	2	12	16	13	21
20542	2	6	16	13	21
20543	2	7	24	6	24
20544	2	16	23	16	48
20545	2	18	19	18	25
20546	4	4	28	33	41
20547	2	32	20	43	26
20548	4	16	24	152	56
20549	2	9	23	8	38
20550	2	48	24	35	28
20551	2	12	6	24	7
20552	2	5	27	7	33
20553	4	29	26	593	39
20554	4	32	6	738	13
20555	2	7	28	14	34
20556	2	32	24	36	30
20557	4	38	24	378	58
20558	2	9	6	19	6
20559	1	12	17	12	23
20560	4	51	24	703	77
20561	4	2	5	9	11
20562	4	6	5	15	10
20563	1	6	24	6	28
20564	2	8	6	17	8
20565	2	10	16	13	20
20566	2	14	24	13	49
20567	2	17	24	12	42
20568	2	27	24	31	42
20569	2	10	6	20	6
20570	2	27	28	34	34
20571	2	22	24	23	34
20572	2	25	6	29	7
20573	4	17	23	78	54
20574	2	24	6	32	12
20575	2	16	16	136	29
20576	2	8	15	12	21
20577	2	25	24	26	33
20578	2	31	24	36	42
20579	2	7	6	6	9
20580	4	35	24	739	59
20581	4	19	6	297	13
20582	2	48	24	34	29
20583	4	3	6	25	12
20584	4	27	24	190	57
20585	4	40	24	406	59
20586	2	22	6	22	7
20587	2	15	6	12	6
20588	4	56	24	820	58
20589	2	3	20	6	25
20590	1	4	5	4	10
20591	2	25	6	35	10
20592	4	5	28	27	39
20593	4	19	6	323	13
20594	2	37	296	30	299
20595	2	8	20	45	30
20596	4	10	6	45	12
20597	2	35	26	40	54
20598	1	16	15	16	21
20599	4	29	24	465	60
20600	4	24	6	300	13
20601	4	19	6	190	13
20602	2	28	16	31	22
20603	2	22	28	22	57
20604	4	16	21	205	46
20605	4	22	24	120	57
20606	2	10	5	10	7
20607	4	22	6	462	14
20608	2	30	24	34	44
20609	2	27	6	31	10
20610	2	49	24	34	43
20611	4	37	24	351	63
20612	2	44	24	31	29
20613	2	31	24	34	42
20614	2	19	14	16	21
20615	2	12	28	13	55
20616	2	8	20	10	25
20617	4	33	24	698	58
20618	2	10	20	11	26
20619	1	14	28	14	33
20620	2	27	16	31	22
20621	2	26	24	29	30
20622	4	13	6	152	11
20623	2	17	23	12	28
20624	2	11	13	22	18
20625	2	10	6	10	10
20626	2	7	6	36	13
20627	2	38	24	27	32
20628	4	31	26	808	39
20629	2	35	296	27	301
20630	1	8	18	8	23
20631	2	22	18	25	24
20632	4	41	24	435	58
20633	4	9	5	715	25
20634	2	28	6	33	7
20635	2	5	5	10	7
20636	2	8	16	11	21
20637	2	26	6	378	12
20638	4	12	6	289	15
20639	2	48	24	35	29
20640	2	23	14	31	21
20641	2	35	296	27	306
20642	4	25	6	434	13
20643	4	22	24	346	79
20644	8	10	6	1573	24
20645	2	21	28	21	57
20646	4	10	6	90	12
20647	2	6	16	12	22
20648	4	27	25	406	83
20649	4	33	6	890	13
20650	2	24	24	28	27
20651	2	20	6	24	6
20652	4	19	24	91	55
20653	2	18	15	22	21
20654	2	6	4	7	4
20655	2	10	16	13	22
20656	4	34	28	739	82
20657	2	27	15	34	22
20658	4	29	6	767	13
20659	2	24	28	33	34
20660	2	14	24	13	32
20661	4	32	24	701	63
20662	2	17	20	21	26
20663	2	32	28	43	35
20664	2	34	28	38	57
20665	2	53	24	36	45
20666	2	9	28	12	49
20667	2	12	6	25	10
20668	2	46	27	33	55
20669	2	31	17	38	23
20670	2	7	5	7	9
20671	2	10	20	19	26
20672	2	52	28	37	57
20673	2	19	6	19	6
20674	2	14	16	18	25
20675	2	23	16	32	22
20676	2	27	296	22	305
20677	2	19	16	26	22
20678	2	16	296	13	316
20679	2	43	24	31	48
20680	1	14	6	14	6
20681	4	11	6	265	14
20682	4	5	6	21	12
20683	2	21	28	21	34
20684	1	37	6	37	7
20685	4	10	6	221	19
20686	2	31	28	35	52
20687	2	16	296	13	328
20688	2	29	24	20	46
20689	4	12	16	134	28
20690	4	28	6	465	13
20691	2	11	21	11	26
20692	4	11	6	243	14
20693	2	24	20	24	26
20694	4	21	6	12650	27
20695	2	5	15	6	23
20696	2	22	6	29	6
20697	4	23	24	300	55
20698	2	16	26	20	32
20699	2	7	6	14	7
20700	4	23	296	170	602
20701	4	19	16	190	29
20702	4	16	16	231	41
20703	2	6	18	12	25
20704	2	23	24	23	47
20705	2	33	28	35	56
20706	2	16	24	12	31
20707	2	18	16	24	21
20708	2	37	24	42	48
20709	4	19	6	8855	26
20710	1	11	24	11	48
20711	2	33	24	38	46
20712	1	18	19	19	25
20713	2	11	6	8	6
20714	2	12	6	16	6
20715	2	10	24	7	43
20716	2	29	22	34	31
20717	2	7	6	14	6
20718	2	48	296	38	302
20719	4	11	23	36	55
20720	2	9	23	10	26
20721	2	20	24	23	29
20722	4	34	24	736	51
20723	4	5	6	27	12
20724	4	22	23	120	54
20725	4	6	5	73	12
20726	2	7	5	9	5
20727	2	56	24	40	49
20728	4	29	6	528	17
20729	2	34	24	39	40
20730	4	40	24	406	58
20731	4	15	296	66	598
20732	2	14	28	18	34
20733	4	26	24	325	57
20734	2	18	28	24	49
20735	2	9	28	10	33
20736	2	35	24	40	49
20737	2	27	24	19	34
20738	2	26	6	351	13
20739	2	34	6	43	12
20740	2	11	19	22	25
20741	2	16	296	12	300
20742	4	29	295	275	615
20743	2	31	24	35	43
20744	2	22	6	30	6
20745	1	14	6	14	7
20746	2	8	20	11	25
20747	2	26	28	34	33
20748	2	33	24	38	28
20749	2	14	28	17	34
20750	2	11	15	22	21
20751	4	9	6	77	13
20752	1	7	6	8	6
20753	2	6	5	5	8
20754	2	30	19	37	26
20755	2	48	26	34	52
20756	4	6	6	28	12
